label,value
2.0-,6
2.2,0
2.4,0
2.6,0
2.8,0
3,2
3.2,0
3.4,0
3.6,1
3.8,0
4,5
4.2,2
4.4,8
4.6,33
4.8,38
5,69
5.2,95
5.4,112
5.6,145
5.8,143
6,93
